1, none, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
539, desert, minecraft:desert, MONSTER, graveyard:nightmare, 10, 1, 1
540, desert, minecraft:desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
541, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
542, desert, minecraft:desert, MONSTER, alexsmobs:guster, 35, 1, 2
543, desert, minecraft:desert, MONSTER, alexsmobs:farseer, 30, 1, 1
544, desert, minecraft:desert, MONSTER, alexsmobs:murmur, 10, 1, 1
545, desert, minecraft:desert, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
546, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
547, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
548, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
549, desert, minecraft:desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
550, desert, minecraft:desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
551, desert, minecraft:desert, CREATURE, kellomod:rat, 80, 1, 7
552, desert, minecraft:desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
553, desert, minecraft:desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
554, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 10, 2, 3
555, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
556, desert, minecraft:desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
557, desert, minecraft:desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
558, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
559, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
560, none, fokastudio:dragons_den, MONSTER, alexsmobs:farseer, 30, 1, 1
561, none, stellarity:dragons_den, MONSTER, alexsmobs:farseer, 30, 1, 1
562, none, stellarity:dragons_den, CREATURE, alexsmobs:endergrade, 10, 2, 6
563, none, stellarity:dragons_den, CREATURE, alexsmobs:spectre, 10, 1, 2
564, none, stellarity:dragons_den, CREATURE, alexsmobs:enderiophage, 10, 2, 2
565, none, stellarity:dragons_den, CREATURE, alexsmobs:cosmaw, 10, 1, 2
566, none, stellarity:dragons_den, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
567, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
568, none, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
569, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 60, 1, 1
570, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
571, none, minecraft:dripstone_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
572, none, minecraft:dripstone_caves, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
573, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
574, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
575, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
576, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
577, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
578, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
579, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
580, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
581, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
582, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
583, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:farseer, 30, 1, 1
584, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:murmur, 10, 1, 1
585, savanna, regions_unexplored:dry_bushland, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
586, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:gazelle, 40, 7, 7
587, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:elephant, 30, 3, 5
588, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:emu, 20, 2, 5
589, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:kangaroo, 25, 3, 5
590, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
591, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
592, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
593, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
594, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
595, savanna, regions_unexplored:dry_bushland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
596, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:fly, 10, 2, 3
597, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
598, savanna, regions_unexplored:dry_bushland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
599, none, minecraft:end_barrens, MONSTER, alexsmobs:farseer, 30, 1, 1
600, none, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
601, none, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
602, none, minecraft:end_barrens, CREATURE, alexsmobs:cosmaw, 10, 1, 2
603, none, minecraft:end_barrens, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
604, none, minecraft:end_highlands, MONSTER, alexsmobs:farseer, 30, 1, 1
605, none, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
606, none, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
607, none, minecraft:end_highlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
608, none, minecraft:end_highlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
609, none, minecraft:end_midlands, MONSTER, alexsmobs:farseer, 30, 1, 1
610, none, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
611, none, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
612, none, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
613, none, minecraft:end_midlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
614, none, minecraft:end_midlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
615, none, far_end:end_wilds, MONSTER, alexsmobs:farseer, 30, 1, 1
616, none, far_end:end_wilds, CREATURE, alexsmobs:endergrade, 10, 2, 6
617, none, far_end:end_wilds, CREATURE, alexsmobs:spectre, 10, 1, 2
618, none, far_end:end_wilds, CREATURE, alexsmobs:enderiophage, 10, 2, 2
619, none, far_end:end_wilds, CREATURE, alexsmobs:cosmaw, 10, 1, 2
620, none, far_end:end_wilds, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
621, none, far_end:ender_waste, MONSTER, alexsmobs:farseer, 30, 1, 1
622, none, far_end:ender_waste, CREATURE, alexsmobs:endergrade, 10, 2, 6
623, none, far_end:ender_waste, CREATURE, alexsmobs:spectre, 10, 1, 2
624, none, far_end:ender_waste, CREATURE, alexsmobs:enderiophage, 10, 2, 2
625, none, far_end:ender_waste, CREATURE, alexsmobs:cosmaw, 10, 1, 2
626, none, far_end:ender_waste, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
627, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
628, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
629, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
630, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
631, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
632, badlands, minecraft:eroded_badlands, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
633, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
634, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
635, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
636, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
637, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
638, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
639, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
640, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
641, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
642, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
643, badlands, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
644, jungle, regions_unexplored:eucalyptus_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
645, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
646, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
647, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
648, jungle, regions_unexplored:eucalyptus_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
649, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
650, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:gorilla, 25, 7, 7
651, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
652, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
653, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:toucan, 23, 5, 5
654, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:anteater, 10, 1, 3
655, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
656, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
657, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
658, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
659, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
660, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
661, jungle, regions_unexplored:eucalyptus_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
662, taiga, regions_unexplored:fen, MONSTER, graveyard:ghoul, 25, 2, 5
663, taiga, regions_unexplored:fen, MONSTER, graveyard:nightmare, 10, 1, 1
664, taiga, regions_unexplored:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
665, taiga, regions_unexplored:fen, MONSTER, alexsmobs:centipede_head, 10, 1, 1
666, taiga, regions_unexplored:fen, MONSTER, alexsmobs:farseer, 30, 1, 1
667, taiga, regions_unexplored:fen, MONSTER, alexsmobs:murmur, 10, 1, 1
668, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
669, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
670, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:froglin, 15, 1, 3
671, taiga, regions_unexplored:fen, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
672, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crocodile, 20, 1, 2
673, taiga, regions_unexplored:fen, CREATURE, alexsmobs:raccoon, 10, 2, 4
674, taiga, regions_unexplored:fen, CREATURE, alexsmobs:shoebill, 10, 1, 2
675, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crow, 10, 3, 5
676, taiga, regions_unexplored:fen, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
677, taiga, regions_unexplored:fen, CREATURE, alexsmobs:anaconda, 12, 1, 1
678, taiga, regions_unexplored:fen, CREATURE, alexsmobs:blue_jay, 16, 2, 4
679, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:drygmy, 10, 1, 2
680, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
681, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
682, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
683, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:fly, 10, 2, 3
684, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:cockroach, 10, 5, 5
685, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
686, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
687, none, far_end:flesh_tundra, MONSTER, alexsmobs:farseer, 30, 1, 1
688, none, far_end:flesh_tundra, CREATURE, alexsmobs:endergrade, 10, 2, 6
689, none, far_end:flesh_tundra, CREATURE, alexsmobs:spectre, 10, 1, 2
690, none, far_end:flesh_tundra, CREATURE, alexsmobs:enderiophage, 10, 2, 2
691, none, far_end:flesh_tundra, CREATURE, alexsmobs:cosmaw, 10, 1, 2
692, none, far_end:flesh_tundra, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
693, none, regions_unexplored:flooded_plains, MONSTER, graveyard:ghoul, 25, 2, 5
694, none, regions_unexplored:flooded_plains, MONSTER, graveyard:nightmare, 10, 1, 1
695, none, regions_unexplored:flooded_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
696, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
697, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
698, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
699, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
700, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
701, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:froglin, 15, 1, 3
702, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:crocodile, 20, 1, 2
703, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:shoebill, 10, 1, 2
704, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
705, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:anaconda, 12, 1, 1
706, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
707, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
708, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
709, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
710, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
711, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
712, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
713, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
714, none, regions_unexplored:flower_field, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
715, none, regions_unexplored:flower_field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
716, none, regions_unexplored:flower_field, MONSTER, alexsmobs:farseer, 30, 1, 1
717, none, regions_unexplored:flower_field, MONSTER, alexsmobs:murmur, 10, 1, 1
718, none, regions_unexplored:flower_field, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
719, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:drygmy, 10, 1, 2
720, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
721, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
722, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
723, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:fly, 10, 2, 3
724, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:cockroach, 10, 5, 5
725, none, regions_unexplored:flower_field, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
726, forest, minecraft:flower_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
727, forest, minecraft:flower_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
728, forest, minecraft:flower_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
729, forest, minecraft:flower_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
730, forest, minecraft:flower_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
731, forest, minecraft:flower_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
732, forest, minecraft:flower_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
733, forest, minecraft:flower_forest, CREATURE, alexsmobs:crow, 10, 3, 5
734, forest, minecraft:flower_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
735, forest, minecraft:flower_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
736, forest, minecraft:flower_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
737, forest, minecraft:flower_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
738, forest, minecraft:flower_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
739, forest, minecraft:flower_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
740, forest, minecraft:flower_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
741, forest, minecraft:flower_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
742, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
743, forest, minecraft:flower_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
744, forest, minecraft:forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
745, forest, minecraft:forest, MONSTER, alexsmobs:farseer, 30, 1, 1
746, forest, minecraft:forest, MONSTER, alexsmobs:murmur, 10, 1, 1
747, forest, minecraft:forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
748, forest, minecraft:forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
749, forest, minecraft:forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
750, forest, minecraft:forest, CREATURE, alexsmobs:crow, 10, 3, 5
751, forest, minecraft:forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
752, forest, minecraft:forest, CREATURE, alexsmobs:skunk, 10, 1, 2
753, forest, minecraft:forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
754, forest, minecraft:forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
755, forest, minecraft:forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
756, forest, minecraft:forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
757, forest, minecraft:forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
758, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 10, 2, 3
759, forest, minecraft:forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
760, forest, minecraft:forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
761, none, fokastudio:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
762, none, stellarity:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
763, none, stellarity:frosted_hills, CREATURE, alexsmobs:endergrade, 10, 2, 6
764, none, stellarity:frosted_hills, CREATURE, alexsmobs:spectre, 10, 1, 2
765, none, stellarity:frosted_hills, CREATURE, alexsmobs:enderiophage, 10, 2, 2
766, none, stellarity:frosted_hills, CREATURE, alexsmobs:cosmaw, 10, 1, 2
767, none, stellarity:frosted_hills, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
768, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:ghoul, 25, 2, 5
769, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:nightmare, 10, 1, 1
770, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:revenant, 25, 5, 8
771, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
772, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
773, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
774, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
775, taiga, regions_unexplored:frozen_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
776, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
777, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:moose, 10, 3, 4
778, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
779, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
780, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:crow, 10, 3, 5
781, taiga, regions_unexplored:frozen_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
782, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
783, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
784, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
785, taiga, regions_unexplored:frozen_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
786, taiga, regions_unexplored:frozen_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
787, taiga, regions_unexplored:frozen_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
788, taiga, regions_unexplored:frozen_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
789, ocean, minecraft:frozen_ocean, MONSTER, graveyard:nightmare, 10, 1, 1
790, ocean, minecraft:frozen_ocean, MONSTER, graveyard:revenant, 25, 5, 8
791, ocean, minecraft:frozen_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
792, ocean, minecraft:frozen_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
793, ocean, minecraft:frozen_ocean, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
794, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
795, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
796, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
797, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
798, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
799, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
800, ocean, minecraft:frozen_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
801, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
802, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
803, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
804, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
805, extreme_hills, minecraft:frozen_peaks, MONSTER, graveyard:nightmare, 10, 1, 1
806, extreme_hills, minecraft:frozen_peaks, MONSTER, graveyard:revenant, 25, 5, 8
807, extreme_hills, minecraft:frozen_peaks, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
808, extreme_hills, minecraft:frozen_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
809, extreme_hills, minecraft:frozen_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
810, extreme_hills, minecraft:frozen_peaks, MONSTER, alexsmobs:murmur, 10, 1, 1
811, extreme_hills, minecraft:frozen_peaks, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
812, extreme_hills, minecraft:frozen_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
813, extreme_hills, minecraft:frozen_peaks, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
814, extreme_hills, minecraft:frozen_peaks, CREATURE, alexsmobs:froststalker, 20, 5, 7
815, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
816, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
817, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
818, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
819, extreme_hills, minecraft:frozen_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
820, extreme_hills, minecraft:frozen_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
821, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
822, river, minecraft:frozen_river, MONSTER, graveyard:nightmare, 10, 1, 1
823, river, minecraft:frozen_river, MONSTER, graveyard:revenant, 25, 5, 8
824, river, minecraft:frozen_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
825, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
826, river, minecraft:frozen_river, MONSTER, alexsmobs:farseer, 30, 1, 1
827, river, minecraft:frozen_river, MONSTER, alexsmobs:murmur, 10, 1, 1
828, river, minecraft:frozen_river, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
829, river, minecraft:frozen_river, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
830, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 10, 1, 2
831, river, minecraft:frozen_river, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
832, river, minecraft:frozen_river, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
833, river, minecraft:frozen_river, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
834, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
835, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
836, river, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
837, none, regions_unexplored:frozen_tundra, MONSTER, graveyard:nightmare, 10, 1, 1
838, none, regions_unexplored:frozen_tundra, MONSTER, graveyard:revenant, 25, 5, 8
839, none, regions_unexplored:frozen_tundra, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
840, none, regions_unexplored:frozen_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
841, none, regions_unexplored:frozen_tundra, MONSTER, alexsmobs:farseer, 30, 1, 1
