1, phenomena:abandoned_mansion, HEADING, header:ignore, 0, 0, 0
372, simply_houses:taiga_house, HEADING, header:ignore, 0, 0, 0
373, simply_houses:taiga_inn, HEADING, header:ignore, 0, 0, 0
374, simply_houses:taiga_woodcutter, HEADING, header:ignore, 0, 0, 0
375, awesomedungeon:the_usine, HEADING, header:ignore, 0, 0, 0
376, awesomedungeon:the_ztower, HEADING, header:ignore, 0, 0, 0
377, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
378, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
379, totw_modded:tw_canopy, HEADING, header:ignore, 0, 0, 0
380, totw_modded:tw_mangrove, HEADING, header:ignore, 0, 0, 0
381, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
382, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
383, hopo:underwater_fossils, HEADING, header:ignore, 0, 0, 0
384, hopo:underwater_ruins, HEADING, header:ignore, 0, 0, 0
385, hopo:underwater_small_ruins, HEADING, header:ignore, 0, 0, 0
386, hopo:underwater_warm_small_ruins, HEADING, header:ignore, 0, 0, 0
387, totw_modded:venus, HEADING, header:ignore, 0, 0, 0
388, stellarity:village, HEADING, header:ignore, 0, 0, 0
389, phenomena:village/village_campsite, HEADING, header:ignore, 0, 0, 0
390, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
391, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
392, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
393, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
394, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
395, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
396, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
397, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
398, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
399, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
400, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
401, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
402, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
403, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
404, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
405, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
406, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
407, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
408, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
409, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
410, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
411, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
412, phenomena:wall, HEADING, header:ignore, 0, 0, 0
413, minecolonies:warpednetherlands_colony, HEADING, header:ignore, 0, 0, 0
414, phenomena:watchtower, HEADING, header:ignore, 0, 0, 0
415, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
416, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
417, awesomedungeon:witch_castle, HEADING, header:ignore, 0, 0, 0
418, phenomena:witch_hut, HEADING, header:ignore, 0, 0, 0
419, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
